CodicePratica;DenominazioneSito;Indirizzo;X_gb;Y_gb;MUNICIPIO;ID_NIL;NIL;Y_wgs84;X_wgs84;Location
151469402;Area artigianale dismessa di proprietà Immobiliare Ventitre Srl;Piazza Tirana, 24/2;1510137;5032167;6;48;RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO;45.44210304;9.12961172;(45.44210304, 9.12961172)
151469264;PV Kuwait Petroleum Italia Span. 1195;Via Ronchi, 21/23;1518528;5037220;3;18;CIMIANO - ROTTOLE - Q.RE FELTRE;45.48741576;9.23709356;(45.48741576, 9.23709356)
151469705;Ex Deposito Gobbi (deposito temporaneo di cantainer vuoti);Via Gastone da Foix;1515827;5030347;5;38;VIGENTINO - Q.RE FATIMA;45.42561552;9.2022991;(45.42561552, 9.2022991)
151469317;Area dell'ex Stazione di Porta Vittoria;Via Molise - Via Cena;1517347;5034047;4;28;UMBRIA - MOLISE - CALVAIRATE;45.45888262;9.22187027;(45.45888262, 9.22187027)
1514610051;Bonifica area condominio Via Negrotto;Via Negrotto, 31/8;1511453;5039014;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;45.50371366;9.14660311;(45.50371366, 9.14660311)
1514610141;Area ATM Zara;Viale Stelvio, 2;1515071;5037829;9;11;ISOLA;45.49297773;9.19287531;(45.49297773, 9.19287531)
151469175;Area Condominio (ex Cariparma Spa);Via Goldoni, 10;1516397;5035116;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;45.46852491;9.20974677;(45.46852491, 9.20974677)
151469586;Polo d'Eccellenza;Via Soderini, 24;1511246;5033853;6;52;BANDE NERE;45.45726465;9.14383239;(45.45726465, 9.14383239)
151469019;Milano Centrale opere generali spa - area Bicocca - ex Fabbricato 7;Via Sesto san Giovanni, angolo via Fubini, snc;1516895;5040490;9;15;BICOCCA;45.51689079;9.21630039;(45.51689079, 9.21630039)
151469128;PV ESSO ITALIANA srl;Viale Cassiodoro;1512486;5035746;8;59;TRE TORRI;45.47428463;9.15973832;(45.47428463, 9.15973832)
151469466;Area ex Lag Snc di proprietà del Sig. Grazzani Graziano;Via Adige, 17;1516103;5032714;5;27;PTA ROMANA;45.44691493;9.20591477;(45.44691493, 9.20591477)
151469650;Area ex Maserati - Rubattino 87;Via Rubattino, 27/29-87;1520204;5036468;3;23;LAMBRATE - ORTICA;45.48059689;9.25849995;(45.48059689, 9.25849995)
151469791;Bonifica area comunale;Via Rogoredo;1519291;5030727;4;32;TRIULZO SUPERIORE;45.42895432;9.24659624;(45.42895432, 9.24659624)
151469715;Bonifica area di proprietà Soc. Toscana Development s.r.l.;Viale Toscana, 13;1515384;5032488;5;37;MORIVIONE;45.44490055;9.19670717;(45.44490055, 9.19670717)
151469723;Bonifica Area artigianale dismessa;Via Jacopo Vittorelli, 1;1518973;5039248;2;19;PADOVA - TURRO - CRESCENZAGO;45.50565404;9.24285594;(45.50565404, 9.24285594)
151469739;Area di Proprietà Petra;Via Gardone , 17;1516657;5031776;5;36;SCALO ROMANA;45.43846245;9.21295835;(45.43846245, 9.21295835)
151469100;ESSO ITALIANA srl;Piazza G. Rosa;1505334;5033159;7;54;MUGGIANO;45.45108664;9.06821141;(45.45108664, 9.06821141)
151469655;Bonifica area Orti Urbani;Via della Chiesa Rossa, 157;1513250;5029889;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;45.42155057;9.16934856;(45.42155057, 9.16934856)
151469058;Ex Fabbricato 137 (Esplanade) - Pirelli Bicocca;N/D;1516544;5040385;9;15;BICOCCA;45.51595316;9.21181202;(45.51595316, 9.21181202)
151469079;Area LORO - PARISINI;Via Savona, 127;1511482;5032705;6;49;GIAMBELLINO;45.44692808;9.14681874;(45.44692808, 9.14681874)
151469155;Area Edi Marche/Trimarche;Via Pompeo Marchesi/ Via Taggia, 25/55;1508094;5035268;7;56;FORZE ARMATE;45.47004127;9.10353881;(45.47004127, 9.10353881)
151469092;PV ESSO;Piazzale Velasquez;1511113;5034933;7;52;BANDE NERE;45.46698692;9.14215358;(45.46698692, 9.14215358)
151469061;PV Q8 - pv 1151 MI;Via Lorenteggio, 260;1509398;5032435;6;49;GIAMBELLINO;45.4445254;9.12017206;(45.4445254, 9.12017206)
151460103;Area ex Villa;Via Ornato, 169;1514990;5041623;9;84;PARCO NORD;45.52712578;9.19195471;(45.52712578, 9.19195471)
151460001;PRU Lorenteggio/bisceglie - area Edil Capriano (ex Carmagnani);Via Gonin,ang.Via Giordani, 54;1509611;5032161;6;49;GIAMBELLINO;45.44205728;9.12288707;(45.44205728, 9.12288707)
151469468;PV Total Italia Spa n. 4210;Via Brofferio, 7;1512863;5038866;9;77;BOVISA;45.50235994;9.16463678;(45.50235994, 9.16463678)
1514610046;Bonifica area Istituto Superiore Tenca;Bastioni Porta Volta, 16;1514281;5036443;1;2;BRERA;45.48052391;9.18272208;(45.48052391, 9.18272208)
151469137;AGIP PETROLI Spa -P.V. 1957;Via Vittorini, 44;1520820;5032358;4;31;MONLUE' - PONTE LAMBRO;45.44358342;9.26620956;(45.44358342, 9.26620956)
1514610292;Bonifica area Corso Porta Ticinese;Corso Porta Ticinese, 32;1514160;5033881;1;1;DUOMO;45.45745862;9.18110374;(45.45745862, 9.18110374)
151469003;Serbatoio interrato (condominio);Via Clitumno, 5;1517884;5037832;2;20;LORETO - CASORETTO - NOLO;45.49293497;9.22886843;(45.49293497, 9.22886843)
1514610081;Bonifica rimozione serbatoio interrato;Via Gallarate, 410;1508334;5039404;8;72;MAGGIORE - MUSOCCO - CERTOSA;45.50726558;9.10667857;(45.50726558, 9.10667857)
1514610207;Bonifica area BO.MA. sas;Via Pellegrino Rossi, 32;1513886;5039609;9;80;AFFORI;45.50902105;9.17775175;(45.50902105, 9.17775175)
151469652;AREA SECCIA;Via San Romanello;1506905;5036448;7;62;QUINTO ROMANO;45.48067389;9.08834272;(45.48067389, 9.08834272)
151469939;Bonifica Area ex Cabina Elettrica (cantiere di Milano di Via Rodano, 12);Via Bertolazzi;1518750;5036740;3;23;LAMBRATE - ORTICA;45.48308525;9.23991193;(45.48308525, 9.23991193)
1514610322;condominio via Airaghi Cesare 40;Via Ajraghi Cesare, 40;1511545;5038269;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;45.49700501;9.14776099;(45.49700501, 9.14776099)
1514610236;BONIFICA AREA CONDOMINIOVIA AMPERE;Via Ampere, 61/A;1517676;5036757;3;22;CITTA' STUDI;45.4832657;9.22616844;(45.4832657, 9.22616844)
151469689;Bonifica area Via Barona di proprietà Tregi Union S.p.a.;Via Barona, 33;1511949;5031112;6;46;BARONA;45.43257781;9.15274943;(45.43257781, 9.15274943)
151469021;Frigoriferi Milanesi Sud-Ovest srlex cava Cabassi/ex cava di Geregnano;Via Calchi Taeggi;1508974;5032955;6;53;LORENTEGGIO;45.44921019;9.11476004;(45.44921019, 9.11476004)
1514610369;Area ex Edifici Produttivi di Corso di Porta Romana;Corso Di Porta Romana, 100;1515395;5033536;1;5;PORTA VIGENTINA - PORTA LODOVICA;45.45433422;9.19688712;(45.45433422, 9.19688712)
1514610254;BONIFICA AREA EX P.V. CARBURANTI ESSO VIA MONTE ROSA;Via Monte Rosa, 66;1511523;5035979;7;58;DE ANGELI - MONTE ROSA;45.47639372;9.14741762;(45.47639372, 9.14741762)
1514610116;Bonifica area ex Ansaldo - Lotto V2 e V3 (ex lotto 1B);Viale Sarca angoli Via Chiese/Via Giovanni Ansaldo;1516683;5041043;9;15;BICOCCA;45.5218675;9.21360406;(45.5218675, 9.21360406)
151460087;ex Flexa ex Tenax;Via Cernobio, 3;1512661;5038445;9;77;BOVISA;45.49857412;9.16204263;(45.49857412, 9.16204263)
151469934;Bonifica area A.GI.BI Prima Srl;Via Ripamonti, 137;1515715;5031579;5;36;SCALO ROMANA;45.43671286;9.20091461;(45.43671286, 9.20091461)
151469119;Istituto Sieroterapico Milanese - lotto 1;Via Darwin, 20/22;1513628;5032577;6;44;PORTA TICINESE - CONCHETTA;45.44573137;9.17426136;(45.44573137, 9.17426136)
151469445;Area ex Autorimessa ora di propr. della Soc. Penta Costruzioni srl;Via Binda, 16;1512093;5032182;6;45;MONCUCCO - SAN CRISTOFORO;45.44220765;9.15462093;(45.44220765, 9.15462093)
151469486;Rimozione serbatoi interrati;Via Dione Cassio, 6/8/10/12;1519074;5032790;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;45.44752373;9.24390803;(45.44752373, 9.24390803)
1514610360;BONIFICA AREA DI PROPRIETA' DELLA SOC. DAD GROUP s.r.l.;Via Montecuccoli, 39;1510594;5034086;6;52;BANDE NERE;45.45937157;9.13549402;(45.45937157, 9.13549402)
151469042;PRU Palizzi-area ex FINEDILE;Via Palizzi;1511349;5039527;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;45.50833597;9.14528056;(45.50833597, 9.14528056)
151469237;Ex P.V. colori TAMOIL Autorimessa F.lli Ugazio;Via De Sanctis, 11/A;1513914;5031477;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;45.4358258;9.17788389;(45.4358258, 9.17788389)
151469218;Area ex Ditta Gambolò Bruno ed Elio Srl;Via Malipiero, 16;1519126;5033363;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;45.45268022;9.24458797;(45.45268022, 9.24458797)
151469778;Bonifica area di proprietà Primab s.r.l.;Via Rutilia, 15;1515490;5031860;5;37;MORIVIONE;45.43924532;9.19805059;(45.43924532, 9.19805059)
151469002;Farmitalia Carlo Erba;Via dei Gracchi;1511696;5034393;7;51;PORTA MAGENTA;45.46211423;9.14959876;(45.46211423, 9.14959876)
151460090;Ex Ceretti e Tanfani;Via don Giovanni Verita;1512936;5039078;9;77;BOVISA;45.50426679;9.16558238;(45.50426679, 9.16558238)
151469546;Collaudo serbatoio interrato c/o condominio;Via Carriera, 12/14;1511235;5032703;6;49;GIAMBELLINO;45.44690779;9.14366672;(45.44690779, 9.14366672)
151469611;Area di Proprietà Esiodo Srl;Via Esiodo, 4;1517446;5040006;2;16;GORLA - PRECOTTO;45.51252152;9.22334505;(45.51252152, 9.22334505)
151469952;Bonifica sto EXPO 2015 - areale 5 -;N/D;1507811;5040870;8;73;CASCINA MERLATA;45.52046655;9.10000917;(45.52046655, 9.10000917)
151469641;Bonifica P.V. Agip n. 52055;Viale Monza, 166;1517474;5039332;2;16;GORLA - PRECOTTO;45.50645384;9.22367467;(45.50645384, 9.22367467)
151469913;PV Shell n. 49473;Via Serra, 1;1511189;5036724;8;58;DE ANGELI - MONTE ROSA;45.48310461;9.14316011;(45.48310461, 9.14316011)
151469130;Area Ex Orditura De Micheli;Via Ornato, 110;1515147;5041517;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;45.52616788;9.19395603;(45.52616788, 9.19395603)
1514610295;BONIFICA AREA EX OMODEO A&S METALLEGHE SRL;Via PONTE NUOVO, 51;1518466;5039500;2;16;GORLA - PRECOTTO;45.50793776;9.23637536;(45.50793776, 9.23637536)
151469107;AREA EDITRICE GIOCHI;Via Boncompagni, 95;1518475;5031447;4;35;LODI - CORVETTO;45.4354522;9.23619023;(45.4354522, 9.23619023)
151469099;ESSO ITALIANA srl;Via Bacone;1516772;5036340;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;45.47953979;9.21458671;(45.47953979, 9.21458671)
151469693;Area ex Siemens;Via Vipiteno, 4;1518683;5039726;2;17;ADRIANO;45.5099681;9.23916654;(45.5099681, 9.23916654)
151469248;Sito Alcatel Monitoraggio post bonifica;Viale Bodio, 33/39;1513222;5038243;9;78;FARINI;45.49674107;9.16921721;(45.49674107, 9.16921721)
151469561;Area di proprietà Soc. Abitare Costruzioni Ventidue srl;Via Atene, 4;1518250;5038314;2;19;PADOVA - TURRO - CRESCENZAGO;45.49727133;9.23357773;(45.49727133, 9.23357773)
151469480;P.V. Agip n. 56805;Via Stamira d'Ancona;1517909;5038622;2;19;PADOVA - TURRO - CRESCENZAGO;45.50005217;9.22922022;(45.50005217, 9.22922022)
151469886;Bonifica area di proprietà Sig.ra Mafalda Sangalli;Via F.lli Rizzardi, 45;1507875;5037885;8;64;TRENNO;45.49360025;9.10078681;(45.49360025, 9.10078681)
151469001;Bonifica serbatoio interrato (stabile);Via Fogazzaro, 35;1516650;5033620;4;26;XXII MARZO;45.45505563;9.21294152;(45.45505563, 9.21294152)
151469009;ASTER s.r.l. - ex distributore Agip;Via Inganni, 99;1509861;5033102;6;53;LORENTEGGIO;45.45052265;9.12609736;(45.45052265, 9.12609736)
151469721;Bonifica area Intervento Edilizio Via Savona;Via Savona, 108;1511770;5032989;6;49;GIAMBELLINO;45.44947638;9.150509;(45.44947638, 9.150509)
151460045;FAEMA (ex area dismessa);Via Ventura, 15;1519086;5036819;3;23;LAMBRATE - ORTICA;45.48379095;9.24421271;(45.48379095, 9.24421271)
151469436;Area ex Edilmafer;Via Forze Armate, 316;1507899;5034108;7;56;FORZE ARMATE;45.4596059;9.10102198;(45.4596059, 9.10102198)
151469191;Fuoriuscita fluido dielettrico in data 24/08/02 -Soc. AEM Spa;Via Ancona / Solferino;1514658;5035633;1;2;BRERA;45.47321961;9.18751733;(45.47321961, 9.18751733)
151469551;Area di proprietà della Soc. Pitteri 89 Srl;Via Pitteri, 89;1519212;5036204;3;23;LAMBRATE - ORTICA;45.47825424;9.24580114;(45.47825424, 9.24580114)
151469180;Chiesa Rossa Costruzioni srl;Via Zuretti, 55/a;1516429;5038108;2;13;GRECO - SEGNANO;45.49545566;9.21025918;(45.49545566, 9.21025918)
151470006;Bonifica area di Via Cola di Rienzo/Via Montecatini;Via Cola di Rienzo 43 / Via Montecatini 5-7;1512282;5033470;6;50;PORTA GENOVA;45.45380141;9.15707283;(45.45380141, 9.15707283)
151469637;Bonifica area ex Franisa;Via Manzotti, 10;1514068;5038644;9;79;DERGANO;45.50033132;9.1800559;(45.50033132, 9.1800559)
151469054;STAC Area Via S. Faustino, 64;Via San  Faustino, 64;1518933;5035948;3;23;LAMBRATE - ORTICA;45.47595602;9.2422208;(45.47595602, 9.2422208)
151469410;Area ex Pirelli Cavi;Via Caviglia, 3;1518026;5032158;4;35;LODI - CORVETTO;45.44186214;9.23048433;(45.44186214, 9.23048433)
151469784;"Bonifica area ex concessionario Volkswagen ""Car Comauto""";Via Petitti, 5;1512031;5037230;8;67;PORTELLO;45.48764699;9.15394828;(45.48764699, 9.15394828)
151469814;Area ex Biraghi e Pagani Capsule;Via Giudice Donadoni, 16;1512646;5039048;9;77;BOVISA;45.50399895;9.161865;(45.50399895, 9.161865)
1514610252;AREA EX CAVANNA;Via SICCOLI, 31;1512290;5039122;9;77;BOVISA;45.50467168;9.15731012;(45.50467168, 9.15731012)
151469760;Bonifica area di proprietà Co.Ge.R.I. (Compagnia Generale Realizzazioni Immobiliari);Viale Certosa, 310;1509620;5038954;8;72;MAGGIORE - MUSOCCO - CERTOSA;45.50320284;9.12313762;(45.50320284, 9.12313762)
151469553;Stabilimento Galileo Avionica S.p.a.;Via Montefeltro, 8;1510257;5038967;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;45.5033078;9.13129099;(45.5033078, 9.13129099)
151469418;Area industriale ex Nestlè;Via Bergognone, 46;1512892;5033109;6;50;PORTA GENOVA;45.45053959;9.16485634;(45.45053959, 9.16485634)
1514610354;BONIFICA AREA PROPRIETA' SPARIM SPA (FOGLIO 666, MAPPALE 115);Via Dei Missaglia, 89;1513828;5029071;5;41;GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE;45.41417532;9.17672349;(45.41417532, 9.17672349)
151469503;P.V. Erg MI 453;Via Gozzoli, 140;1507568;5032943;7;55;BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA;45.44912434;9.0967746;(45.44912434, 9.0967746)
1514610431;Bonifica area Via FERRINI CONTARDO;Via Ferrini Contardo, 3;1516545;5033344;4;27;PTA ROMANA;45.45257692;9.21158278;(45.45257692, 9.21158278)
151469414;Area ex SIG ex Bulloneria Balestri di proprietà Finedile Srl;Via Broggini, 12;1507374;5034481;7;55;BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA;45.46296726;9.09432182;(45.46296726, 9.09432182)
151469413;Area P.I.I. Fiera di Milano - CityLife;Largo Domodossola, 1;1512237;5036018;8;59;TRE TORRI;45.47672882;9.15656437;(45.47672882, 9.15656437)
1514610040;Bonifica area Via San Paolo;Via San Paolo ang. P.zza Liberty, 1;1515201;5034684;1;1;DUOMO;45.46467155;9.19443223;(45.46467155, 9.19443223)
151469699;Area industriale di proprietà comunale (seguita da Bracco su atti 9.5\2008\199);Via Francesco Barzaghi, 10;1509313;5039589;8;72;MAGGIORE - MUSOCCO - CERTOSA;45.50892338;9.11921209;(45.50892338, 9.11921209)
151469291;Area serbatoi ubicata all'interno della Casa di cura Capitanio;Via Mercalli, 30;1514966;5033527;1;5;PORTA VIGENTINA - PORTA LODOVICA;45.45425852;9.19139863;(45.45425852, 9.19139863)
151469164;PV Agip n. 2069;Via Tiziano, 12;1512300;5035350;8;68;PAGANO;45.47071529;9.15735257;(45.47071529, 9.15735257)
151469016;Stazione di servizio IP;Via Galvani, 34;1515553;5037057;9;9;PORTA GARIBALDI - PORTA NUOVA;45.48601963;9.19901951;(45.48601963, 9.19901951)
151469838;Bonifica ex area artigianale ora di proprietà Blu Immobiliare Srl;Piazza Tripoli, 7/A;1511677;5033903;6;52;BANDE NERE;45.45770507;9.14934702;(45.45770507, 9.14934702)
151469994;Rimozione impianto distributore carburanti;Piazza Luigi di Savoia , 28/30;1516228;5037018;2;10;STAZIONE CENTRALE - PONTE SEVESO;45.4856561;9.20764605;(45.4856561, 9.20764605)
151469509;Ex area artigianale industriale (exImm. Vegagest Srl) ora di proprietà Generali Spa;Via Broni, 9 / Via Gargano;1516096;5031295;5;38;VIGENTINO - Q.RE FATIMA;45.43414079;9.20577952;(45.43414079, 9.20577952)
151469345;Nuovo deposito automobilistico ATM di Rogoredo;Via Marignano;1520500;5030907;;;;45.43053451;9.26206305;(45.43053451, 9.26206305)
151460111;COME Iniziative Immobiliari (Area ex Salcin Brill);Via Grazioli, 31/33;1513648;5039458;9;80;AFFORI;45.5076664;9.17470814;(45.5076664, 9.17470814)
151469996;Area di Via Svevo;Via Svevo, 5;1512546;5032195;6;45;MONCUCCO - SAN CRISTOFORO;45.44231305;9.16041971;(45.44231305, 9.16041971)
1514610105;Bonifica area di proprietà Esse 7(ex Green Graf s.r.l.);Via Graf, di fronte al 28;1511144;5040022;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;45.51279533;9.14267077;(45.51279533, 9.14267077)
151469679;Area ex Falegnameria Foresti;Via Magolfa, 18;1513778;5033085;6;44;PORTA TICINESE - CONCHETTA;45.45030252;9.17618685;(45.45030252, 9.17618685)
151469110;STABILE DI VIA M. MELLONI;Via M. Melloni, 34;1516752;5034766;4;26;XXII MARZO;45.46537471;9.2142762;(45.46537471, 9.2142762)
151460112;Ex Fonderie Vitali (area dismessa);Via Guicciardi, 9;1513474;5038872;9;79;DERGANO;45.50239676;9.17246454;(45.50239676, 9.17246454)
151469858;AREA DI VIA AMPOLA;Via Ampola, 5-7-9;1515846;5031931;5;36;SCALO ROMANA;45.43987285;9.20259519;(45.43987285, 9.20259519)
151469801;Bonifica area P.V. Esso 348;Via Padova, 91;1518369;5038518;2;19;PADOVA - TURRO - CRESCENZAGO;45.49910114;9.23510303;(45.49910114, 9.23510303)
151469318;Politecnico di Milano - Bovisa sud est (Area ex PPG) - ed T1 e T2;Via La Masa, 19;1512278;5038716;9;77;BOVISA;45.50101612;9.15715462;(45.50101612, 9.15715462)
151469806;Bonifica area serbatoio presso stabile;Piazzale dello Sport, 12;1510105;5036388;7;60;STADIO - IPPODROMI;45.48009639;9.12928929;(45.48009639, 9.12928929)
151469827;PV AGIP n. 2465;Piazzale Bologna, 35;1517521;5032312;4;35;LODI - CORVETTO;45.44326137;9.22402417;(45.44326137, 9.22402417)
1514610049;Bonifica area Via Daniele Comboni;Via Daniele Comboni;1514162;5041471;9;84;PARCO NORD;45.5257742;9.18133888;(45.5257742, 9.18133888)
151469955;PLESSO SCOLASTICO;Via MOSCATI, 1/5;1513226;5036233;1;69;SARPI;45.47864875;9.16921667;(45.47864875, 9.16921667)
1514610244;Area di Via Ripa di Porta Ticinese;Via Ripa di Porta Ticinese, 21;1513790;5033115;6;44;PORTA TICINESE - CONCHETTA;45.45057819;9.17634842;(45.45057819, 9.17634842)
151469294;Area P.I.I. Ponte Lambro ex ex stabilimento F.lli Besia;Via Parea, 22;1520605;5032157;4;31;MONLUE' - PONTE LAMBRO;45.44178397;9.26345517;(45.44178397, 9.26345517)
151460016;R.O.M.A. ex Raffineria (MOLE srl);Via Suzzani, 221/223;1515929;5040599;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;45.51789278;9.20393799;(45.51789278, 9.20393799)
1514610329;Area di via De Marchi 4;Via De Marchi, 4;1516376;5038322;2;13;GRECO - SEGNANO;45.49738554;9.20958291;(45.49738554, 9.20958291)
151469203;Ex PV Esso n. 0506;Piazzale Dateo;1517001;5034949;4;26;XXII MARZO;45.46701198;9.21746475;(45.46701198, 9.21746475)
151469070;PV SHELL49489;Via Cechov, 44;1508891;5037995;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;45.49457978;9.11378246;(45.49457978, 9.11378246)
1514610242;BONIFICA AREA PUNTO VENDITA BIANCHI PETROLI snc;Via Emilio De Marchi, 62;1516570;5038902;2;13;GRECO - SEGNANO;45.50260572;9.21209206;(45.50260572, 9.21209206)
151469363;P.V. Esso Italiana Srl n. 319;Via Oroboni, 80;1512794;5041766;9;83;BRUZZANO;45.52846248;9.163832;(45.52846248, 9.163832)
151469040;Immobiliare Acaia srl -;Via Vincenzo da Seregno, 40/44;1513781;5041073;9;83;BRUZZANO;45.52220285;9.17645571;(45.52220285, 9.17645571)
151469596;Bonifica Area ex RCS Media Group;Via Rizzoli, 2/4/6;1519658;5038989;3;18;CIMIANO - ROTTOLE - Q.RE FELTRE;45.5033051;9.25162346;(45.5033051, 9.25162346)
151469157;PV Agip n. 2474;Via Imbonati, 84;1514231;5038780;9;79;DERGANO;45.50155358;9.18215432;(45.50155358, 9.18215432)
1514610103;Bonifica area di proprietà Ing. Giuseppe Rosnati & C. s.r.l.;Via Broglio, 21;1512777;5038781;9;77;BOVISA;45.5015935;9.16353682;(45.5015935, 9.16353682)
1514610339;BONIFICA AREA VIA MONTI SABINI;Via Monti Sabini, 11;1515792;5030748;5;38;VIGENTINO - Q.RE FATIMA;45.42923005;9.20187004;(45.42923005, 9.20187004)
151469106;PV ESSO ITALIANA srl;Largo 5 Alpini;1513093;5035415;1;7;MAGENTA - S. VITTORE;45.47129112;9.16749497;(45.47129112, 9.16749497)
151469808;Bonifica area PP Parco - area asilo nido;Via Castellammare;1511449;5039644;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;45.5093874;9.14656531;(45.5093874, 9.14656531)
1514610039;Bonifica area di proprietà PETRA s.r.l.;Via Lazzaro Papi, 14;1516229;5033060;4;27;PTA ROMANA;45.45002577;9.20753174;(45.45002577, 9.20753174)
151469505;Area Ditta Autodemolizioni Papagni Nicola;Via Selvanesco, 57;1514728;5028666;5;85;PARCO DELLE ABBAZIE;45.41050984;9.1882106;(45.41050984, 9.1882106)
151469244;Area del Termovalorizzatore - Amsa;Via Silla;1505386;5038862;7;88;PARCO BOSCO IN CITTA';45.50242119;9.06893577;(45.50242119, 9.06893577)
1514610428;Bonifica area ex falegnameria/galvanica Via Ripamonti;Via Ripamonti, 248;1515807;5030556;5;38;VIGENTINO - Q.RE FATIMA;45.42749632;9.20206045;(45.42749632, 9.20206045)
151469437;Area polo terziario ex SITAM (SITTAM);Via Stephenson, 75;1509815;5039839;8;75;STEPHENSON;45.51116671;9.12564586;(45.51116671, 9.12564586)
151460122;Binda S.p.a.;Naviglio Pavese, 260;1513174;5030440;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;45.42650743;9.16840133;(45.42650743, 9.16840133)
151469964;Bonifica area Cascina Merlata - Area Nord (di proprietà comunale);Via Gallarate, 410;1508343;5039821;8;72;MAGGIORE - MUSOCCO - CERTOSA;45.51102178;9.10680684;(45.51102178, 9.10680684)
151469763;Bonifica area ex Italfrigor;Via Quintiliano, 5;1519074;5033292;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;45.45204065;9.24391998;(45.45204065, 9.24391998)
1514610392;BONIFICA AREA EX MARMIFICIO CERTOSA;Viale Certosa, 135;1510861;5037998;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;45.49457578;9.13899212;(45.49457578, 9.13899212)
151469661;Bonifica ex P.V. Esso n. 0160-105111;Piazza della Repubblica, 12;1515518;5036146;2;10;STAZIONE CENTRALE - PONTE SEVESO;45.47781688;9.19853867;(45.47781688, 9.19853867)
151469521;P.V. ESSO n. 0301;Via Imbonati, 70;1514131;5039011;9;79;DERGANO;45.503637;9.18087609;(45.503637, 9.18087609)
151469565;Area F.O.M. Industriale s.r.l.;Via Ussi, 17;1516355;5039382;9;13;GRECO - SEGNANO;45.50693151;9.20935525;(45.50693151, 9.20935525)
151469443;P.V. Esso Italiana n. 1414;Via Antonini, 29;1515065;5031624;5;38;VIGENTINO - Q.RE FATIMA;45.43712928;9.19261052;(45.43712928, 9.19261052)
151469785;Bonifica area di proprietà Montipò Trading s.r.l.;Via Altaguardia, 11;1515690;5032938;5;27;PTA ROMANA;45.44894489;9.20063085;(45.44894489, 9.20063085)
1514610320;BONIFICA AREA VIA SPERONARI;Via Speronari, 4;1514740;5034424;1;1;DUOMO;45.46234012;9.1885362;(45.46234012, 9.1885362)
151469579;Aree Res Autodemolizioni - Seccia Autodemolizioni;Via San Romanello - Via Caio Mario;1506920;5036427;7;62;QUINTO ROMANO;45.48048844;9.08853851;(45.48048844, 9.08853851)
151469583;Ditta Carpoint s.r.l. Autodemolizione;Via Litta Modignani , 92/4;1512111;5041148;9;82;COMASINA;45.52290632;9.1550727;(45.52290632, 9.1550727)
1514610059;Bonifica ex Cava Triboniano, Lotto 1B - Strada ZARA/EXPO - Lotto MM;Via Barzaghi/Triboniano;1509124;5039705;8;72;MAGGIORE - MUSOCCO - CERTOSA;45.50996613;9.11680193;(45.50996613, 9.11680193)
151469417;Ex Teatro Puccini - ART. 13 D.M. 471/99;Corso Buenos Aires, 33;1516393;5036279;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;45.47899653;9.2097371;(45.47899653, 9.2097371)
151469111;AREA DISMESSA EX AMMINISTRAZIONE MONOPOLI DI STATO-Ex Manifattura Tabacchi;Viale Fulvio Testi, 121;1515888;5040038;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;45.51284208;9.20339885;(45.51284208, 9.20339885)
151469122;PV ESSO;Piazza XXIV Maggio;1514130;5033257;5;6;PORTA TICINESE - CONCA DEL NAVIGLIO;45.451844;9.18069312;(45.451844, 9.18069312)
1514610283;Bonifica area di proprietà Ventimiglia srl (già ex Atkinsons);Via Grazioli, 76;1513230;5039489;9;80;AFFORI;45.5079526;9.16935649;(45.5079526, 9.16935649)
151469732;Bonifica area Opera diocesana Istituto San Vincenzo;Via Copernico, 5;1515612;5037116;2;10;STAZIONE CENTRALE - PONTE SEVESO;45.48654444;9.19977039;(45.48654444, 9.19977039)
1514610396;BONIFICA EX TELECOM;Via Vasari, 19;1516194;5033485;4;27;PTA ROMANA;45.45385773;9.2070966;(45.45385773, 9.2070966)
